ICD10_3Digits,n_patients_with_dx,sum_f_pos,sum_f_neg,mean_f_pos,mean_f_neg,score_diff,score_ratio,DIAGNOSIS_DESCRIPTION
P70,3963,57,3988,0.000416,0.000343,7.3e-05,1.21346,Transitory disorders of carbohydrate metabolism specific to newborn
K83,45967,656,54855,0.004788,0.004716,7.2e-05,1.015301,Other diseases of biliary tract
T58,1006,22,1031,0.000161,8.9e-05,7.2e-05,1.811616,Toxic effect of carbon monoxide
D67,514,19,788,0.000139,6.8e-05,7.1e-05,2.047048,Hereditary factor IX deficiency
Z84,14164,182,14630,0.001328,0.001258,7.1e-05,1.05617,Family history of other conditions
P24,1431,27,1478,0.000197,0.000127,7e-05,1.550933,Neonatal aspiration
V13,1244,25,1307,0.000182,0.000112,7e-05,1.623931,"Pedal cycle rider injured in collision with car, pick-up truck or van"
L55,2606,41,2667,0.000299,0.000229,7e-05,1.305167,Sunburn
N05,2311,41,2685,0.000299,0.000231,6.8e-05,1.296417,Unspecified nephritic syndrome
T52,400,14,394,0.000102,3.4e-05,6.8e-05,3.016658,Toxic effect of organic solvents
V27,744,18,750,0.000131,6.4e-05,6.7e-05,2.037566,Motorcycle rider injured in collision with fixed or stationary object
X93,1437,26,1442,0.00019,0.000124,6.6e-05,1.530776,Assault by handgun discharge
T73,845,19,843,0.000139,7.2e-05,6.6e-05,1.913494,Effects of other deprivation
T57,582,16,588,0.000117,5.1e-05,6.6e-05,2.310155,Toxic effect of other inorganic substances
S45,639,17,684,0.000124,5.9e-05,6.5e-05,2.110049,Injury of blood vessels at shoulder and upper arm level
R99,19685,252,20638,0.001839,0.001774,6.5e-05,1.036668,Other ill-defined and unspecified causes of mortality
X82,112,10,110,7.3e-05,9e-06,6.4e-05,7.717355,Intentional self-harm by crashing of motor vehicle
G09,278,12,279,8.8e-05,2.4e-05,6.4e-05,3.651456,Sequelae of inflammatory diseases of central nervous system
P80,458,14,446,0.000102,3.8e-05,6.4e-05,2.664949,Hypothermia of newborn
G63,287,12,310,8.8e-05,2.7e-05,6.1e-05,3.286324,Polyneuropathy in diseases classified elsewhere
P01,3037,44,3026,0.000321,0.00026,6.1e-05,1.234495,Newborn affected by maternal complications of pregnancy
E63,1205,23,1254,0.000168,0.000108,6e-05,1.55716,Other nutritional deficiencies
V57,247,11,241,8e-05,2.1e-05,6e-05,3.874911,Occupant of pick-up truck or van injured in collision with fixed or stationary object
D81,480,15,579,0.000109,5e-05,6e-05,2.199435,Combined immunodeficiencies
C45,1080,26,1526,0.00019,0.000131,5.9e-05,1.446514,Mesothelioma
B94,922,19,941,0.000139,8.1e-05,5.8e-05,1.714217,Sequelae of other and unspecified infectious and parasitic diseases
P09,359,12,356,8.8e-05,3.1e-05,5.7e-05,2.8617,Abnormal findings on neonatal screening
R83,1247,23,1297,0.000168,0.000112,5.6e-05,1.505536,Abnormal findings in cerebrospinal fluid
E15,462,13,455,9.5e-05,3.9e-05,5.6e-05,2.425649,Nondiabetic hypoglycaemic coma
K45,5943,79,6065,0.000577,0.000521,5.5e-05,1.105866,Other abdominal hernia
V77,1062,20,1060,0.000146,9.1e-05,5.5e-05,1.601867,Bus occupant injured in collision with fixed or stationary object
W06,24938,313,25934,0.002285,0.00223,5.5e-05,1.024665,Fall from bed
E68,661,16,732,0.000117,6.3e-05,5.4e-05,1.855706,Sequelae of hyperalimentation
L22,5149,70,5313,0.000511,0.000457,5.4e-05,1.118573,Diaper dermatitis
J17,864,18,895,0.000131,7.7e-05,5.4e-05,1.707461,Pneumonia in diseases classified elsewhere
B88,720,16,735,0.000117,6.3e-05,5.4e-05,1.848131,Other infestations
O88,722,16,758,0.000117,6.5e-05,5.2e-05,1.792054,Obstetric embolism
A51,484,13,510,9.5e-05,4.4e-05,5.1e-05,2.164065,Early syphilis
P25,2011,31,2037,0.000226,0.000175,5.1e-05,1.292038,Interstitial emphysema and related conditions originating in the perinatal period
K95,3728,54,3994,0.000394,0.000343,5.1e-05,1.147867,Complications of bariatric procedures
F28,260,10,265,7.3e-05,2.3e-05,5e-05,3.203628,Other nonorganic psychotic disorders
R32,60646,777,65385,0.005671,0.005621,5e-05,1.008904,Unspecified urinary incontinence
X81,110,8,105,5.8e-05,9e-06,4.9e-05,6.467846,Intentional self-harm by jumping or lying in front of moving object
T49,1579,25,1568,0.000182,0.000135,4.8e-05,1.353623,"Poisoning by, adverse effect of and underdosing of topical agents primarily affecting skin and mucous membrane and by ophthalmological, otorhinorlaryngological and dental drugs"
S55,392,11,407,8e-05,3.5e-05,4.5e-05,2.294526,Injury of blood vessels at forearm level
S75,944,18,1004,0.000131,8.6e-05,4.5e-05,1.522092,Injury of blood vessels at hip and thigh level
X00,325,10,332,7.3e-05,2.9e-05,4.4e-05,2.557136,Exposure to uncontrolled fire in building or structure
B58,481,13,593,9.5e-05,5.1e-05,4.4e-05,1.861175,Toxoplasmosis
P76,433,11,427,8e-05,3.7e-05,4.4e-05,2.187057,Other intestinal obstruction of newborn
Z69,86,7,85,5.1e-05,7e-06,4.4e-05,6.990798,Encounter for mental health services for victim and perpetrator of abuse
L62,3242,49,3648,0.000358,0.000314,4.4e-05,1.140373,Nail disorders in diseases classified elsewhere
X72,264,9,269,6.6e-05,2.3e-05,4.3e-05,2.840394,Intentional self-harm by handgun discharge
P52,2630,38,2723,0.000277,0.000234,4.3e-05,1.184789,Intracranial nontraumatic hemorrhage of newborn
L13,569,13,606,9.5e-05,5.2e-05,4.3e-05,1.82125,Other bullous disorders
G32,265,9,276,6.6e-05,2.4e-05,4.2e-05,2.768358,Other degenerative disorders of nervous system in diseases classified elsewhere
B87,355,10,363,7.3e-05,3.1e-05,4.2e-05,2.338765,Myiasis
T27,212,8,205,5.8e-05,1.8e-05,4.1e-05,3.312978,Burn and corrosion of respiratory tract
S95,536,12,538,8.8e-05,4.6e-05,4.1e-05,1.893637,Injury of blood vessels at ankle and foot level
W88,356,10,370,7.3e-05,3.2e-05,4.1e-05,2.294519,Exposure to ionizing radiation
S54,792,16,896,0.000117,7.7e-05,4e-05,1.51605,Injury of nerves at forearm level
P23,823,15,811,0.000109,7e-05,4e-05,1.570259,Congenital pneumonia
G65,136,7,136,5.1e-05,1.2e-05,3.9e-05,4.369473,Sequelae of inflammatory and toxic polyneuropathies
D82,944,22,1415,0.000161,0.000122,3.9e-05,1.319987,Immunodeficiency associated with other major defects
O43,6058,82,6512,0.000599,0.00056,3.9e-05,1.069069,Placental disorders
K14,6076,81,6421,0.000591,0.000552,3.9e-05,1.070998,Diseases of tongue
C13,1128,24,1598,0.000175,0.000137,3.8e-05,1.275083,Malignant neoplasm of hypopharynx
S84,320,9,337,6.6e-05,2.9e-05,3.7e-05,2.267278,Injury of nerves at lower leg level
G94,503,11,498,8e-05,4.3e-05,3.7e-05,1.875255,Other disorders of brain in diseases classified elsewhere
M04,127,7,164,5.1e-05,1.4e-05,3.7e-05,3.623518,Autoinflammatory syndromes
Z55,632,13,672,9.5e-05,5.8e-05,3.7e-05,1.64238,Problems related to education and literacy
C46,690,17,1017,0.000124,8.7e-05,3.7e-05,1.419156,Kaposi's sarcoma
M31,10597,169,13927,0.001234,0.001197,3.6e-05,1.030234,Other necrotizing vasculopathies
V70,601,12,597,8.8e-05,5.1e-05,3.6e-05,1.706497,Bus occupant injured in collision with pedestrian or animal
X77,83,6,85,4.4e-05,7e-06,3.6e-05,5.992113,"Intentional self-harm by steam, hot vapors and hot objects"
C14,3081,47,3566,0.000343,0.000307,3.6e-05,1.11898,"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx"
P81,862,15,854,0.000109,7.3e-05,3.6e-05,1.491195,Other disturbances of temperature regulation of newborn
G64,765,15,856,0.000109,7.4e-05,3.6e-05,1.487711,Other disorders of peripheral nervous system
T81,106520,1389,117504,0.010138,0.010102,3.6e-05,1.003591,"Complications of procedures, not elsewhere classified"
L43,450,11,532,8e-05,4.6e-05,3.5e-05,1.75541,Lichen planus
P26,367,9,361,6.6e-05,3.1e-05,3.5e-05,2.116549,Pulmonary hemorrhage originating in the perinatal period
W93,187,7,186,5.1e-05,1.6e-05,3.5e-05,3.194957,Exposure to excessive cold of man-made origin
A89,284,8,282,5.8e-05,2.4e-05,3.4e-05,2.408408,Unspecified viral infection of central nervous system
A28,749,14,796,0.000102,6.8e-05,3.4e-05,1.493192,"Other zoonotic bacterial diseases, not elsewhere classified"
L45,116,6,118,4.4e-05,1e-05,3.4e-05,4.316518,Papulosquamous disorders in diseases classified elsewhere
V99,2298,32,2325,0.000234,0.0002,3.4e-05,1.168509,Unspecified transport accident
Q80,317,9,379,6.6e-05,3.3e-05,3.3e-05,2.01603,Congenital ichthyosis
X80,124,6,125,4.4e-05,1.1e-05,3.3e-05,4.074815,Intentional self-harm by jumping from a high place
H30,683,14,810,0.000102,7e-05,3.3e-05,1.467384,Chorioretinal inflammation
N34,6701,86,6933,0.000628,0.000596,3.2e-05,1.053134,Urethritis and urethral syndrome
E77,1519,24,1671,0.000175,0.000144,3.2e-05,1.219379,Disorders of glycoprotein metabolism
L52,832,15,912,0.000109,7.8e-05,3.1e-05,1.396362,Erythema nodosum
V88,252,7,250,5.1e-05,2.1e-05,3e-05,2.377086,Nontraffic accident of specified type but victim's mode of transport unknown
J67,890,16,1010,0.000117,8.7e-05,3e-05,1.344933,Hypersensitivity pneumonitis due to organic dust
I75,1030,17,1092,0.000124,9.4e-05,3e-05,1.321687,Atheroembolism
O12,2503,35,2622,0.000255,0.000225,3e-05,1.133289,Gestational [pregnancy-induced] edema and proteinuria without hypertension
W49,418,9,417,6.6e-05,3.6e-05,3e-05,1.83232,Exposure to other inanimate mechanical forces
I00,883,15,940,0.000109,8.1e-05,2.9e-05,1.354769,Rheumatic fever without heart involvement
S74,324,8,340,5.8e-05,2.9e-05,2.9e-05,1.997576,Injury of nerves at hip and thigh level
A46,987,16,1021,0.000117,8.8e-05,2.9e-05,1.330443,Erysipelas
A43,706,13,771,9.5e-05,6.6e-05,2.9e-05,1.431494,Nocardiosis
V58,514,10,521,7.3e-05,4.5e-05,2.8e-05,1.62952,Occupant of pick-up truck or van injured in noncollision transport accident
Y01,181,6,178,4.4e-05,1.5e-05,2.8e-05,2.861607,Assault by pushing from high place
R37,253,7,265,5.1e-05,2.3e-05,2.8e-05,2.24254,"Sexual dysfunction, unspecified"
V23,1420,21,1472,0.000153,0.000127,2.7e-05,1.211198,"Motorcycle rider injured in collision with car, pick-up truck or van"
E85,3634,66,5284,0.000482,0.000454,2.7e-05,1.060443,Amyloidosis
R75,124,5,127,3.6e-05,1.1e-05,2.6e-05,3.342209,Laboratory evidence of human immunodeficiency virus [HIV]
G52,902,15,981,0.000109,8.4e-05,2.5e-05,1.298148,Disorders of other cranial nerves
E32,474,9,488,6.6e-05,4.2e-05,2.4e-05,1.565739,Diseases of thymus
Y36,70,4,66,2.9e-05,6e-06,2.4e-05,5.144541,Operations of war
G50,11172,168,13987,0.001226,0.001202,2.4e-05,1.019745,Disorders of trigeminal nerve
C21,4680,90,7375,0.000657,0.000634,2.3e-05,1.036065,Malignant neoplasm of anus and anal canal
P94,551,10,583,7.3e-05,5e-05,2.3e-05,1.45623,Disorders of muscle tone of newborn
P00,2672,35,2699,0.000255,0.000232,2.3e-05,1.100957,Newborn affected by maternal conditions that may be unrelated to present pregnancy
B33,1797,25,1855,0.000182,0.000159,2.3e-05,1.144196,"Other viral diseases, not elsewhere classified"
T28,940,15,1004,0.000109,8.6e-05,2.3e-05,1.26841,Burn and corrosion of other internal organs
V44,826,13,837,9.5e-05,7.2e-05,2.3e-05,1.318618,Car occupant injured in collision with heavy transport vehicle or bus
A36,336,7,333,5.1e-05,2.9e-05,2.2e-05,1.78462,Diphtheria
M36,2942,46,3644,0.000336,0.000313,2.2e-05,1.071729,Systemic disorders of connective tissue in diseases classified elsewhere
W53,157,5,167,3.6e-05,1.4e-05,2.2e-05,2.541736,Contact with rodent
Y21,245,6,254,4.4e-05,2.2e-05,2.2e-05,2.005417,"Drowning and submersion, undetermined intent"
M42,432,9,521,6.6e-05,4.5e-05,2.1e-05,1.466568,Spinal osteochondrosis
G73,173,5,185,3.6e-05,1.6e-05,2.1e-05,2.294447,Disorders of myoneural junction and muscle in diseases classified elsewhere
D71,923,15,1028,0.000109,8.8e-05,2.1e-05,1.238797,Functional disorders of polymorphonuclear neutrophils
L10,680,14,942,0.000102,8.1e-05,2.1e-05,1.261766,Pemphigus
P90,1154,17,1206,0.000124,0.000104,2e-05,1.196753,Convulsions of newborn
I30,6450,83,6814,0.000606,0.000586,2e-05,1.034147,Acute pericarditis
S04,842,13,880,9.5e-05,7.6e-05,1.9e-05,1.254186,Injury of cranial nerve
X97,116,4,118,2.9e-05,1e-05,1.9e-05,2.877678,"Assault by smoke, fire and flames"
F65,108,4,119,2.9e-05,1e-05,1.9e-05,2.853499,Paraphilias
E76,617,13,881,9.5e-05,7.6e-05,1.9e-05,1.252763,Disorders of glycosaminoglycan metabolism
C04,1092,21,1571,0.000153,0.000135,1.8e-05,1.134872,Malignant neoplasm of floor of mouth
B46,186,5,213,3.6e-05,1.8e-05,1.8e-05,1.992846,Zygomycosis
Q71,546,10,640,7.3e-05,5.5e-05,1.8e-05,1.326537,Reduction defects of upper limb
M07,199,5,217,3.6e-05,1.9e-05,1.8e-05,1.956114,Enteropathic arthropathies
A37,462,8,471,5.8e-05,4e-05,1.8e-05,1.442001,Whooping cough
Y66,818,12,811,8.8e-05,7e-05,1.8e-05,1.256207,Nonadministration of surgical and medical care
A07,676,11,727,8e-05,6.3e-05,1.8e-05,1.284572,Other protozoal intestinal diseases
F21,114,4,133,2.9e-05,1.1e-05,1.8e-05,2.553157,Schizotypal disorder
I43,4388,58,4721,0.000423,0.000406,1.7e-05,1.043038,Cardiomyopathy in diseases classified elsewhere
L74,1228,18,1332,0.000131,0.000115,1.7e-05,1.147286,Eccrine sweat disorders
Y74,63,3,60,2.2e-05,5e-06,1.7e-05,4.244171,General hospital and personal-use devices associated with adverse incidents
W74,141,4,140,2.9e-05,1.2e-05,1.7e-05,2.425509,Unspecified cause of accidental drowning and submersion
P35,187,5,226,3.6e-05,1.9e-05,1.7e-05,1.878219,Congenital viral diseases
A50,231,5,243,3.6e-05,2.1e-05,1.6e-05,1.746828,Congenital syphilis
J66,144,4,158,2.9e-05,1.4e-05,1.6e-05,2.149206,Airway disease due to specific organic dust
K06,3659,46,3722,0.000336,0.00032,1.6e-05,1.04927,Other disorders of gingiva and edentulous alveolar ridge
C37,628,14,1000,0.000102,8.6e-05,1.6e-05,1.188585,Malignant neoplasm of thymus
G02,147,4,154,2.9e-05,1.3e-05,1.6e-05,2.205025,Meningitis in other infectious and parasitic diseases classified elsewhere
V05,62,3,66,2.2e-05,6e-06,1.6e-05,3.858405,Pedestrian injured in collision with railway train or railway vehicle
Y30,241,5,238,3.6e-05,2e-05,1.6e-05,1.783524,"Falling, jumping or pushed from a high place, undetermined intent"
D78,166,4,165,2.9e-05,1.4e-05,1.5e-05,2.058034,Intraoperative and postprocedural complications of the spleen
W85,74,3,75,2.2e-05,6e-06,1.5e-05,3.395469,Exposure to electric transmission lines
F59,337,6,337,4.4e-05,2.9e-05,1.5e-05,1.511518,Unspecified behavioural syndromes associated with physiological disturbances and physical factors
E40,169,4,169,2.9e-05,1.5e-05,1.5e-05,2.009326,Kwashiorkor
B10,247,5,249,3.6e-05,2.1e-05,1.5e-05,1.704737,Other human herpesviruses
X98,160,4,160,2.9e-05,1.4e-05,1.5e-05,2.122343,"Assault by steam, hot vapours and hot objects"
S28,660,10,688,7.3e-05,5.9e-05,1.4e-05,1.233989,"Crushing injury of thorax, and traumatic amputation of part of thorax"
T55,174,4,173,2.9e-05,1.5e-05,1.4e-05,1.962871,Toxic effect of soaps and detergents
G13,247,5,258,3.6e-05,2.2e-05,1.4e-05,1.645272,Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere
I40,1129,16,1197,0.000117,0.000103,1.4e-05,1.134824,Acute myocarditis
V48,3570,45,3654,0.000328,0.000314,1.4e-05,1.045562,Car occupant injured in noncollision transport accident
L81,5931,76,6300,0.000555,0.000542,1.3e-05,1.024187,Other disorders of pigmentation
P71,1467,19,1458,0.000139,0.000125,1.3e-05,1.106368,Transitory neonatal disorders of calcium and magnesium metabolism
G11,2077,32,2564,0.000234,0.00022,1.3e-05,1.059588,Hereditary ataxia
W16,931,13,950,9.5e-05,8.2e-05,1.3e-05,1.161774,"Fall, jump or diving into water"
T60,865,12,871,8.8e-05,7.5e-05,1.3e-05,1.169673,Toxic effect of pesticides
R88,354,6,354,4.4e-05,3e-05,1.3e-05,1.438934,Abnormal findings in other body fluids and substances
Q81,67,3,99,2.2e-05,9e-06,1.3e-05,2.572421,Epidermolysis bullosa
N08,478,8,536,5.8e-05,4.6e-05,1.2e-05,1.267135,Glomerular disorders in diseases classified elsewhere
